,cut,color,clarity,carat,depth,table,x,y,z,price
41139,Good,G,SI1,0.5,63.9,57,5.02,5.06,3.22,1197
41140,Very Good,F,SI1,0.5,62.7,61,5.01,5.07,3.16,1197
41141,Very Good,G,SI1,0.5,62.9,59,5.06,5.09,3.19,1197
41142,Very Good,H,SI1,0.56,61.3,60,5.23,5.28,3.22,1197
41143,Very Good,G,SI1,0.5,62.1,56,5.05,5.09,3.15,1197
41144,Ideal,H,SI1,0.56,61.7,56,5.26,5.3,3.26,1197
41145,Very Good,G,SI1,0.5,62.6,56,5.06,5.1,3.18,1197
41146,Good,G,SI1,0.5,62.5,64,4.93,4.99,3.1,1197
41147,Very Good,F,SI1,0.5,61,60,5.08,5.11,3.11,1197
41148,Ideal,D,VS2,0.39,61.4,56,4.71,4.73,2.9,1197
41149,Ideal,H,SI1,0.53,62.3,57,5.2,5.24,3.25,1197
41150,Ideal,G,SI1,0.52,61.1,55,5.22,5.26,3.2,1197
41151,Fair,G,SI1,0.6,65.7,55,5.31,5.23,3.46,1197
41152,Good,D,VS2,0.45,63.7,61,4.81,4.73,3.04,1197
41153,Very Good,G,VS2,0.49,60.1,56,5.13,5.15,3.09,1198
41154,Very Good,D,VS1,0.43,61.2,58,4.82,4.88,2.97,1199
41155,Ideal,G,VVS2,0.41,61.7,55,4.81,4.85,2.98,1199
41156,Ideal,G,IF,0.4,61.2,56,4.74,4.77,2.91,1199
41157,Good,G,VS1,0.48,58.6,62,5.14,5.2,3.03,1199
41158,Good,E,SI2,0.52,60.5,62,5.15,5.2,3.13,1199
41159,Very Good,F,VVS1,0.38,61.6,58,4.61,4.65,2.85,1200
41160,Ideal,D,VVS2,0.38,61.5,57,4.63,4.67,2.86,1200
41161,Ideal,F,VVS1,0.38,61.9,54,4.67,4.7,2.9,1200
41162,Ideal,D,VVS2,0.38,61.3,56,4.63,4.73,2.87,1200
41163,Very Good,D,VVS2,0.38,61.9,56,4.63,4.65,2.87,1200
41164,Very Good,E,SI2,0.52,62.9,56,5.08,5.12,3.21,1200
41165,Ideal,F,VVS1,0.38,62.2,57,4.64,4.68,2.9,1200
41166,Very Good,D,VVS2,0.38,60,62,4.7,4.73,2.83,1200
41167,Ideal,D,VVS2,0.38,61.5,56,4.64,4.66,2.86,1200
41168,Premium,F,VVS1,0.38,61.6,58,4.63,4.66,2.86,1200
41169,Premium,F,VVS1,0.38,59.2,58,4.76,4.8,2.83,1200
41170,Ideal,E,VVS1,0.38,61.3,55,4.67,4.72,2.88,1200
41171,Ideal,G,IF,0.39,61.4,54,4.71,4.73,2.9,1200
41172,Premium,G,VVS1,0.4,61.5,58,4.74,4.69,2.9,1200
41173,Ideal,G,VVS1,0.4,61.4,55,4.76,4.72,2.91,1200
41174,Ideal,G,VVS1,0.4,62.4,57,4.78,4.74,2.97,1200
41175,Ideal,G,VVS1,0.4,61.6,57,4.76,4.75,2.93,1200
41176,Ideal,G,VVS1,0.4,61.2,56,4.79,4.75,2.92,1200
41177,Premium,G,VVS1,0.4,60.9,57,4.8,4.76,2.91,1200
41178,Premium,G,VVS1,0.4,62.3,58,4.72,4.66,2.92,1200
41179,Premium,G,VVS1,0.4,61.7,58,4.71,4.69,2.9,1200
41180,Premium,D,VS1,0.4,59.2,59,4.81,4.79,2.84,1200
41181,Premium,D,VS1,0.4,60.9,58,4.81,4.78,2.92,1200
41182,Premium,D,VS1,0.4,62.1,58,4.73,4.7,2.93,1200
41183,Premium,D,VS1,0.4,62.5,60,4.72,4.66,2.93,1200
41184,Ideal,D,VS1,0.4,62.9,56,4.71,4.67,2.95,1200
41185,Ideal,D,VS1,0.4,59.9,57,4.82,4.77,2.87,1200
41186,Ideal,H,IF,0.42,62.4,57,4.79,4.82,2.99,1201
41187,Ideal,G,IF,0.39,61.6,56,4.69,4.73,2.9,1201
41188,Very Good,G,SI1,0.5,60.6,56,5.13,5.16,3.12,1202
41189,Premium,H,VS2,0.51,60.9,60,5.19,5.16,3.15,1202
41190,Ideal,G,VVS1,0.44,61.3,56,4.91,4.93,3.01,1202
41191,Ideal,G,VVS1,0.44,62.3,56,4.85,4.87,3.03,1202
41192,Ideal,I,SI2,0.59,62.8,57,5.33,5.37,3.36,1202
41193,Ideal,I,IF,0.48,61.4,55,5.05,5.08,3.11,1202
41194,Good,D,SI2,0.51,57.7,60,5.31,5.26,3.05,1202
41195,Very Good,G,VS1,0.47,60.5,59.4,5.03,5.08,3.06,1203
41196,Good,D,SI2,0.52,63.7,55,5.1,5.11,3.25,1203
41197,Very Good,F,SI1,0.51,62.5,59,5.08,5.1,3.18,1203
41198,Ideal,F,SI2,0.5,60.9,57,5.16,5.13,3.13,1203
41199,Very Good,D,SI2,0.51,60.3,57,5.15,5.17,3.11,1204
41200,Ideal,F,IF,0.32,61.8,56,4.4,4.44,2.73,1204
41201,Ideal,F,IF,0.32,61.2,56,4.41,4.45,2.71,1204
41202,Very Good,E,VVS2,0.4,60.5,58,4.76,4.8,2.89,1205
41203,Good,D,VS2,0.46,63.2,56,4.89,4.92,3.1,1205
41204,Ideal,F,VVS1,0.41,61.2,57,4.79,4.85,2.95,1205
41205,Ideal,H,SI1,0.53,62.2,54,5.18,5.23,3.24,1205
41206,Ideal,H,SI1,0.53,62,54,5.17,5.22,3.22,1205
41207,Ideal,H,SI1,0.53,61.5,54,5.21,5.26,3.22,1205
41208,Premium,E,SI2,0.51,62,57,5.13,5.09,3.17,1205
41209,Premium,E,SI2,0.51,62.7,52,5.15,5.12,3.22,1205
41210,Ideal,E,SI2,0.51,61,56,5.2,5.16,3.16,1205
41211,Premium,E,SI2,0.51,60.3,56,5.22,5.19,3.14,1205
41212,Premium,G,SI1,0.53,62.1,62,5.15,5.13,3.19,1206
41213,Premium,E,SI2,0.56,62.6,59,5.2,5.24,3.27,1206
41214,Ideal,H,SI1,0.52,61.5,56,5.16,5.21,3.19,1206
41215,Ideal,F,VVS1,0.4,61.7,57,4.75,4.72,2.92,1206
41216,Ideal,F,VVS1,0.4,61.5,56,4.77,4.73,2.92,1206
41217,Premium,D,VVS2,0.4,62,61,4.72,4.7,2.92,1206
41218,Premium,G,I1,0.7,62.3,56,5.66,5.61,3.51,1206
41219,Premium,G,VVS1,0.43,62,59,4.8,4.82,2.98,1207
41220,Ideal,G,VVS1,0.43,61.5,56,4.85,4.87,2.99,1207
41221,Very Good,G,VVS1,0.43,62.3,59,4.77,4.83,2.99,1207
41222,Ideal,G,VVS1,0.43,61.4,55,4.86,4.91,3,1207
41223,Ideal,G,VVS1,0.43,62,55,4.82,4.85,3,1207
41224,Premium,G,VVS1,0.43,60.3,58,4.87,4.91,2.95,1207
41225,Premium,G,VVS1,0.43,60.9,58,4.88,4.91,2.98,1207
41226,Ideal,G,VVS1,0.43,60.5,57,4.86,4.92,2.96,1207
41227,Ideal,D,VS1,0.43,62.1,56,4.85,4.87,3.02,1207
41228,Very Good,G,VVS1,0.43,61.3,57,4.85,4.87,2.98,1207
41229,Premium,G,VVS1,0.43,62.2,58,4.78,4.83,2.99,1207
41230,Very Good,E,IF,0.4,62.9,58,4.68,4.77,2.97,1207
41231,Ideal,D,VS1,0.43,61.6,56,4.85,4.86,2.99,1207
41232,Ideal,D,VS1,0.43,62.1,55,4.83,4.86,3.01,1207
41233,Ideal,D,VS1,0.43,61.9,55,4.85,4.87,3.01,1207
41234,Ideal,G,VVS1,0.44,60.3,57,4.92,4.96,2.98,1207
41235,Ideal,E,VVS1,0.33,61.6,56,4.44,4.46,2.74,1207
41236,Premium,E,VVS2,0.39,61.1,59,4.74,4.68,2.88,1207
41237,Ideal,E,IF,0.33,61.9,57,4.45,4.41,2.74,1207
41238,Premium,E,IF,0.33,60.8,58,4.49,4.46,2.72,1207
41239,Premium,D,VVS1,0.33,61.8,58,4.43,4.4,2.73,1207
41240,Very Good,J,VS2,0.57,63.3,56,5.28,5.24,3.33,1207
41241,Premium,F,I1,0.73,59.3,61,5.88,5.75,3.46,1207
41242,Premium,E,VS2,0.46,60.2,60,5.01,4.96,3,1208
41243,Fair,D,IF,0.3,60.5,57,4.47,4.35,2.67,1208
41244,Premium,I,IF,0.46,59.4,60,5.04,5.02,2.99,1208
41245,Ideal,E,VVS1,0.34,61.1,56,4.52,4.55,2.77,1208
41246,Ideal,F,SI2,0.58,62.6,57,5.27,5.33,3.32,1208
41247,Premium,D,IF,0.3,62.1,59,4.29,4.27,2.66,1208
41248,Ideal,H,SI2,0.54,61.2,56,5.27,5.24,3.21,1208
41249,Premium,G,SI2,0.56,60,60,5.48,5.42,3.11,1208
41250,Very Good,H,VS2,0.5,63,55,5.05,5.08,3.19,1209
41251,Very Good,F,SI1,0.3,62.1,60,4.26,4.28,2.65,500
41252,Very Good,I,SI2,0.38,62.7,58,4.57,4.61,2.88,500
41253,Very Good,F,SI1,0.3,62.8,56,4.24,4.26,2.67,500
41254,Very Good,F,SI1,0.3,61.7,59,4.29,4.33,2.66,500
41255,Ideal,F,SI1,0.3,62.3,54,4.27,4.3,2.67,500
41256,Very Good,F,SI1,0.3,62.9,57,4.25,4.27,2.68,500
41257,Premium,I,SI2,0.38,60,59,4.69,4.71,2.82,500
41258,Very Good,F,SI1,0.3,62.1,61,4.25,4.29,2.65,500
41259,Premium,F,SI1,0.3,60.9,60,4.33,4.37,2.65,500
41260,Ideal,H,VS2,0.3,61,56,4.33,4.37,2.65,501
41261,Premium,H,SI2,0.31,59.5,59,4.45,4.39,2.63,501
41262,Very Good,D,SI2,0.36,63,59,4.49,4.52,2.84,501
41263,Ideal,I,VS1,0.34,62,54,4.49,4.51,2.79,501
41264,Ideal,E,SI1,0.33,59.6,57,4.49,4.53,2.69,501
41265,Ideal,H,VS2,0.31,62.1,53.8,4.33,4.37,2.7,502
41266,Ideal,I,VS1,0.31,61.9,53.9,4.35,4.38,2.7,502
41267,Ideal,I,VS1,0.31,62.5,53.4,4.31,4.34,2.7,502
41268,Ideal,I,VS1,0.31,61.9,54.5,4.33,4.36,2.69,502
41269,Ideal,I,VS1,0.31,61.3,54,4.39,4.46,2.7,502
41270,Ideal,I,VS1,0.31,61.7,54.6,4.38,4.39,2.71,502
41271,Good,D,SI1,0.31,63.3,59,4.24,4.29,2.7,502
41272,Ideal,I,VS2,0.28,62.4,56,4.19,4.22,2.62,503
41273,Ideal,G,VS2,0.3,62,56,4.29,4.32,2.67,503
41274,Ideal,I,VS1,0.31,61.9,55,4.35,4.38,2.7,503
41275,Ideal,I,VS1,0.28,62,56,4.2,4.24,2.62,503
41276,Ideal,H,VS1,0.3,60.8,57,4.31,4.34,2.63,503
41277,Ideal,G,SI1,0.35,61.8,55,4.54,4.56,2.81,503
41278,Good,F,I1,0.41,63.8,57,4.69,4.72,3,503
41279,Very Good,H,VVS2,0.27,62.5,55,4.12,4.16,2.59,504
41280,Very Good,G,VVS2,0.27,61,56,4.19,4.22,2.56,504
41281,Very Good,E,IF,0.31,61.5,59,4.34,4.37,2.68,1209
41282,Ideal,F,SI2,0.58,60.9,57,5.4,5.44,3.3,1209
41283,Ideal,G,IF,0.39,60.6,56,4.73,4.76,2.87,1209
41284,Premium,E,VS1,0.43,62.3,58,4.82,4.78,2.99,1209
41285,Premium,I,VS2,0.53,58.5,60,5.37,5.33,3.13,1209
41286,Premium,D,VVS2,0.42,59.6,59,4.96,4.9,2.94,1210
41287,Ideal,D,VVS2,0.42,61.7,57,4.82,4.8,2.97,1210
41288,Ideal,D,VVS2,0.42,62,55,4.84,4.81,2.99,1210
41289,Very Good,G,SI2,0.59,60.6,56,5.47,5.48,3.32,1210
41290,Good,D,SI1,0.5,63.9,56,5.02,4.93,3.18,1210
41291,Ideal,G,SI2,0.52,62.1,56,5.13,5.18,3.2,1210
41292,Ideal,F,IF,0.36,61.7,55,4.58,4.62,2.84,1210
41293,Good,G,I1,0.73,63.9,55,5.76,5.69,3.65,1210
41294,Premium,E,SI2,0.51,60.7,56,5.21,5.17,3.15,1211
41295,Ideal,D,VVS1,0.34,61.7,56,4.48,4.46,2.76,1211
41296,Ideal,D,VVS1,0.34,62.4,55,4.49,4.45,2.79,1211
41297,Ideal,D,VVS1,0.34,61.5,56,4.5,4.47,2.76,1211
41298,Ideal,D,VVS1,0.34,61.7,57,4.52,4.49,2.78,1211
41299,Premium,I,VVS2,0.51,59.4,60,5.26,5.21,3.11,1211
41300,Ideal,E,VS1,0.38,62.2,54,4.65,4.63,2.89,1211
41301,Ideal,E,VVS1,0.38,61.8,56,4.67,4.62,2.87,1211
41302,Ideal,D,VVS2,0.39,62.1,56,4.65,4.69,2.9,1212
41303,Ideal,F,SI2,0.56,61.9,55,5.27,5.31,3.28,1212
41304,Ideal,I,SI1,0.56,61.9,57,5.25,5.29,3.26,1212
41305,Ideal,I,SI1,0.56,61.8,54,5.28,5.31,3.27,1212
41306,Ideal,F,IF,0.38,60.7,57,4.69,4.73,2.86,1212
41307,Ideal,F,IF,0.38,61.5,56,4.67,4.7,2.88,1212
41308,Ideal,F,IF,0.38,62.2,54,4.64,4.69,2.9,1212
41309,Premium,I,VS1,0.57,61.6,58,5.33,5.28,3.27,1212
41310,Very Good,F,SI1,0.5,60.2,62,5.1,5.13,3.08,1213
41311,Good,G,IF,0.39,63.5,56,4.65,4.67,2.96,1213
41312,Good,G,SI1,0.55,63.6,61,5.22,5.16,3.3,1213
41313,Ideal,F,VVS1,0.41,61.8,54,4.78,4.83,2.97,1213
41314,Ideal,G,SI2,0.58,62.1,54,5.36,5.39,3.34,1213
41315,Ideal,G,VVS2,0.45,61.2,56,4.96,4.91,3.02,1213
41316,Ideal,H,IF,0.42,61,56,4.82,4.79,2.93,1213
41317,Very Good,F,SI1,0.5,61.6,60,5.07,5.1,3.13,1214
41318,Very Good,G,SI1,0.5,62.2,58,5.03,5.07,3.14,1214
41319,Very Good,G,SI2,0.57,59.4,58,5.39,5.42,3.21,1214
41320,Good,F,SI2,0.5,62,54.7,5.09,5.12,3.16,1214
41321,Ideal,I,VS2,0.52,61.9,55,5.19,5.21,3.22,1214
41322,Ideal,I,VS2,0.52,61.5,56,5.19,5.21,3.2,1214
41323,Ideal,J,SI1,0.65,62.1,54,5.56,5.59,3.46,1214
41324,Ideal,J,SI1,0.65,61.9,54,5.6,5.62,3.47,1214
41325,Ideal,H,SI1,0.52,61.5,56,5.19,5.22,3.2,1214
41326,Ideal,H,SI1,0.56,61.8,55,5.31,5.34,3.29,1214
41327,Ideal,E,IF,0.31,61.5,56,4.35,4.4,2.69,1214
41328,Ideal,E,IF,0.31,62.5,56,4.34,4.37,2.72,1214
41329,Ideal,E,IF,0.31,63,55,4.34,4.37,2.73,1214
41330,Ideal,E,IF,0.31,61.8,54,4.36,4.38,2.7,1214
41331,Good,H,VVS2,0.5,66.1,58,4.87,4.9,3.23,1214
41332,Good,E,SI2,0.57,58.5,61,5.4,5.43,3.17,1214
41333,Good,F,SI1,0.5,59.6,61,5.12,5.19,3.07,1214
41334,Good,F,SI1,0.5,59.6,58,5.1,5.16,3.06,1214
41335,Ideal,F,IF,0.36,62.2,55,4.62,4.57,2.86,1215
41336,Fair,E,VS2,0.48,64.9,54,4.94,4.92,3.2,1215
41337,Premium,D,SI1,0.5,59.1,61,5.18,5.07,3.03,1215
41338,Very Good,G,VVS2,0.46,62.7,53,4.93,4.96,3.1,1216
41339,Ideal,E,VVS2,0.42,62.3,55,4.76,4.81,2.98,1216
41340,Ideal,E,VVS2,0.42,61.8,56,4.78,4.8,2.96,1216
41341,Ideal,E,VVS2,0.42,61.3,56,4.81,4.85,2.96,1216
41342,Ideal,H,IF,0.42,61.9,56,4.79,4.81,2.97,1216
41343,Ideal,H,IF,0.42,61.7,55,4.82,4.84,2.98,1216
41344,Ideal,I,VS2,0.55,61.3,54,5.28,5.36,3.26,1216
41345,Ideal,I,VS1,0.54,61.9,54,5.24,5.29,3.26,1216
41346,Ideal,I,VS1,0.54,61.6,54,5.26,5.3,3.25,1216
41347,Very Good,E,VVS1,0.4,60,58,4.77,4.8,2.87,1217
41348,Very Good,F,IF,0.4,61.1,57,4.73,4.77,2.9,1217
41349,Premium,I,SI1,0.59,62.8,59,5.36,5.34,3.36,1217
41350,Good,E,SI1,0.5,64,56,5.03,4.9,3.18,1217
41351,Good,H,SI1,0.57,63.1,54,5.28,5.3,3.34,1218
41352,Premium,H,SI1,0.57,59.3,58,5.4,5.46,3.22,1218
41353,Ideal,H,VS2,0.43,62.5,56,4.81,4.85,3.02,1218
41354,Ideal,J,VS1,0.53,61.4,55.2,5.2,5.22,3.2,1218
41355,Ideal,I,VS1,0.43,61.8,55,4.88,4.9,3.02,1218
41356,Ideal,I,VS1,0.43,62.4,56,4.81,4.84,3.01,1218
41357,Ideal,F,IF,0.38,62.2,54,4.65,4.68,2.9,1218
41358,Premium,H,SI1,0.6,60.1,61,5.43,5.39,3.25,1219
41359,Very Good,G,SI1,0.53,61,55,5.21,5.32,3.21,1219
41360,Very Good,H,SI1,0.58,61.8,56,5.34,5.38,3.31,1219
41361,Ideal,H,VVS1,0.38,60.7,55,4.71,4.74,2.87,1219
41362,Premium,H,SI1,0.52,62.6,55,5.16,5.12,3.22,1219
41363,Very Good,H,SI1,0.52,63.1,57,5.14,5.09,3.23,1219
41364,Premium,F,SI2,0.52,61.7,58,5.16,5.12,3.17,1219
41365,Premium,I,SI2,0.65,60.7,58,5.65,5.62,3.42,1219
41366,Premium,H,SI1,0.5,62.1,60,5.06,5.02,3.13,1219
41367,Very Good,H,VVS1,0.43,60.2,55,4.92,4.95,2.97,1220
41368,Very Good,F,SI1,0.5,63.2,57,5.03,5.06,3.19,1220
41369,Very Good,G,IF,0.4,61.2,57,4.77,4.79,2.92,1220
41370,Very Good,G,SI1,0.51,63,53,5.1,5.13,3.22,1220
41371,Good,G,SI1,0.51,63.6,55,5.03,5.06,3.21,1220
41372,Good,F,SI1,0.51,63.1,54,5.06,5.12,3.21,1220
41373,Very Good,G,SI1,0.51,60.3,61,5.12,5.19,3.11,1220
41374,Premium,G,SI1,0.51,62.4,58,5.07,5.13,3.18,1220
41375,Good,F,SI1,0.51,63.6,56,5.08,5.11,3.24,1220
41376,Good,F,SI1,0.51,63.8,56,5.04,5.08,3.23,1220
41377,Ideal,I,VS2,0.5,61.6,54,5.11,5.14,3.16,1220
41378,Ideal,F,SI2,0.53,60.9,55,5.26,5.29,3.21,1220
41379,Ideal,E,VVS1,0.41,61.4,57,4.77,4.8,2.94,1221
41380,Ideal,F,SI2,0.59,59.5,57,5.5,5.54,3.28,1221
41381,Ideal,E,SI2,0.55,62,56,5.27,5.31,3.28,1221
41382,Ideal,J,IF,0.46,61.8,56,4.98,4.95,3.07,1221
41383,Ideal,F,VVS2,0.42,61.6,56,4.85,4.83,2.98,1221
41384,Premium,F,VVS2,0.42,59.6,59,4.86,4.83,2.89,1221
41385,Ideal,F,VVS2,0.42,62.1,55,4.81,4.79,2.98,1221
41386,Ideal,F,VVS2,0.42,62.2,56,4.82,4.79,2.99,1221
41387,Ideal,F,VVS2,0.42,61.3,57,4.82,4.8,2.95,1221
41388,Ideal,F,VVS2,0.42,61.1,57,4.84,4.82,2.95,1221
41389,Ideal,F,VVS2,0.42,60.6,57,4.85,4.82,2.93,1221
41390,Ideal,F,VVS2,0.42,61.7,57,4.81,4.78,2.96,1221
41391,Premium,F,VVS2,0.42,61.7,59,4.82,4.78,2.96,1221
41392,Premium,H,VS1,0.47,61.8,58,4.99,4.94,3.07,1221
41393,Premium,F,VVS2,0.42,60.3,59,4.86,4.83,2.92,1221
41394,Very Good,E,SI1,0.5,62.6,56,5.06,5.07,3.17,1222
41395,Ideal,H,SI1,0.51,61.6,55,5.14,5.18,3.18,1222
41396,Ideal,E,SI2,0.53,60.9,57,5.21,5.23,3.18,1223
41397,Ideal,D,VVS2,0.42,61.7,53,4.85,4.87,3,1223
41398,Ideal,F,VVS1,0.42,62.2,53,4.81,4.83,3,1223
41399,Ideal,F,VVS1,0.42,61.5,56,4.85,4.87,2.99,1223
41400,Ideal,H,SI1,0.52,61,56,5.2,5.23,3.18,1223
41401,Ideal,F,SI1,0.52,62.2,54,5.19,5.23,3.24,1223
41402,Ideal,F,SI1,0.52,62,53,5.16,5.2,3.21,1223
41403,Good,F,SI1,0.5,62.5,60,5.07,5.11,3.18,1223
41404,Very Good,I,VS2,0.55,61,57,5.31,5.32,3.24,1224
41405,Ideal,J,VS2,0.56,62,56,5.27,5.31,3.28,1224
41406,Very Good,F,VVS1,0.4,63.3,57,4.7,4.68,2.97,1224
41407,Good,E,SI1,0.53,63.6,56,5.19,5.1,3.27,1224
41408,Very Good,D,VVS2,0.38,59.1,59.9,4.71,4.75,2.79,1225
41409,Premium,G,VS2,0.49,61,59,5.13,5.06,3.11,1225
41410,Premium,F,SI2,0.56,59.1,58,5.44,5.38,3.2,1225
41411,Fair,F,VS2,0.5,64.9,58,4.99,4.9,3.21,1225
41412,Very Good,F,VS2,0.47,59.6,58.1,5.07,5.11,3.03,1226
41413,Good,D,SI2,0.53,63.9,55,5.1,5.14,3.27,1226
41414,Very Good,D,SI2,0.53,59.3,61,5.26,5.29,3.13,1226
41415,Ideal,F,VS2,0.47,60.7,56.1,5.02,5.08,3.07,1226
41416,Ideal,D,VS2,0.4,61.6,55,4.75,4.79,2.94,1226
41417,Ideal,H,SI1,0.53,62.4,59,5.18,5.21,3.24,1226
41418,Good,G,VS2,0.47,60.1,60.3,5.02,5.07,3.03,1226
41419,Premium,G,SI1,0.55,60.7,56,5.38,5.32,3.25,1226
41420,Ideal,F,SI2,0.52,60.9,57,5.22,5.2,3.17,1226
41421,Premium,F,SI2,0.58,63,56,5.34,5.26,3.34,1226
41422,Very Good,F,SI1,0.52,62.3,55,5.14,5.17,3.21,1227
41423,Ideal,H,VVS1,0.46,62.3,54,4.96,4.99,3.1,1227
41424,Ideal,J,SI1,0.58,62.1,55,5.31,5.39,3.32,1227
41425,Ideal,H,SI1,0.54,62.5,53,5.22,5.25,3.27,1227
41426,Very Good,H,SI1,0.51,63.4,57,5.09,5.06,3.22,1227
41427,Good,H,SI1,0.51,63.7,56,5.1,5.07,3.24,1227
41428,Very Good,E,SI2,0.53,63.4,56,5.18,5.16,3.28,1227
41429,Very Good,E,SI2,0.53,63.2,54,5.19,5.16,3.27,1227
41430,Premium,E,SI2,0.53,60.5,60,5.24,5.21,3.16,1227
41431,Premium,G,IF,0.38,62.5,60,4.64,4.61,2.89,1227
41432,Premium,F,SI2,0.51,61.1,59,5.15,5.09,3.13,1227
41433,Fair,H,VVS2,0.45,65.8,56,4.82,4.7,3.13,1227
41434,Good,E,VVS1,0.41,64.1,55,4.68,4.71,3.01,1228
41435,Premium,E,SI2,0.57,61,60,5.32,5.36,3.26,1228
41436,Ideal,F,VS1,0.42,61.6,55,4.84,4.87,2.99,1228
41437,Ideal,G,SI2,0.55,61.8,55,5.27,5.32,3.27,1228
41438,Ideal,J,SI1,0.59,61.3,57,5.37,5.4,3.3,1228
41439,Good,G,VS1,0.48,58.2,59.2,5.09,5.14,2.98,1228
41440,Good,F,VS1,0.46,59.2,63,5,5.03,2.97,1228
41441,Ideal,G,SI2,0.61,59.5,57,5.55,5.51,3.29,1228
41442,Fair,I,VS1,0.59,64.4,59,5.29,5.21,3.38,1229
41443,Very Good,G,IF,0.4,61.4,54,4.76,4.79,2.93,1229
41444,Premium,E,IF,0.36,59.4,61,4.69,4.61,2.76,1229
41445,Premium,J,VVS2,0.54,58.2,62,5.37,5.31,3.11,1229
41446,Ideal,E,SI2,0.53,61.2,55,5.23,5.26,3.21,1229
41447,Ideal,E,SI2,0.53,60.8,57,5.23,5.26,3.19,1229
41448,Ideal,G,IF,0.4,62,56,4.73,4.76,2.94,1229
41449,Ideal,G,IF,0.4,61.8,55,4.76,4.79,2.95,1229
41450,Ideal,G,IF,0.4,61.7,57,4.7,4.73,2.91,1229
41451,Ideal,G,IF,0.4,61.2,56,4.76,4.81,2.93,1229
41452,Ideal,G,IF,0.4,62.3,55,4.74,4.76,2.96,1229
41453,Ideal,G,IF,0.4,61.1,58,4.72,4.74,2.89,1229
41454,Ideal,F,IF,0.38,62.2,54,4.68,4.71,2.92,1229
41455,Ideal,E,SI2,0.52,62.9,56,5.15,5.12,3.23,1229
41456,Good,E,SI2,0.52,63.7,56,5.15,5.12,3.27,1229
41457,Premium,E,SI2,0.52,61.8,54,5.18,5.15,3.19,1229
41458,Premium,F,VS1,0.45,62.1,59,4.85,4.81,3,1229
41459,Premium,E,SI2,0.59,61.4,59,5.4,5.32,3.29,1229
41460,Very Good,H,SI1,0.56,59.9,60,5.3,5.35,3.19,1230
41461,Premium,G,VVS1,0.41,60,59,4.84,4.83,2.9,1230
41462,Ideal,G,VVS1,0.41,62.1,55,4.79,4.74,2.96,1230
41463,Ideal,G,VVS1,0.41,61.8,55,4.78,4.76,2.95,1230
41464,Ideal,G,VVS1,0.41,61.7,55,4.79,4.77,2.95,1230
41465,Ideal,G,VVS1,0.41,62,56,4.8,4.78,2.97,1230
41466,Premium,G,VVS1,0.41,59.9,59,4.83,4.79,2.88,1230
41467,Premium,G,VVS1,0.41,61,61,4.75,4.72,2.89,1230
41468,Premium,G,VVS1,0.41,60.3,60,4.78,4.74,2.87,1230
41469,Ideal,D,VS1,0.41,61.3,54,4.83,4.8,2.95,1230
41470,Ideal,D,VS1,0.41,61.8,57,4.8,4.75,2.95,1230
41471,Ideal,D,VS1,0.41,62.1,56,4.8,4.77,2.97,1230
41472,Ideal,D,VS1,0.41,61,57,4.82,4.78,2.93,1230
41473,Ideal,D,VS1,0.41,62.9,57,4.75,4.73,2.98,1230
41474,Ideal,D,VS1,0.41,62.8,57,4.76,4.73,2.98,1230
41475,Very Good,D,SI1,0.5,62.5,58,5.06,4.98,3.14,1231
41476,Premium,F,SI1,0.5,61.7,57,5.09,5.06,3.13,1231
41477,Good,F,SI1,0.5,57.9,62,5.21,5.18,3.01,1231
41478,Premium,E,VVS2,0.41,60.9,56,4.84,4.78,2.93,1231
41479,Premium,J,VS2,0.56,60.9,60,5.33,5.27,3.23,1232
41480,Very Good,J,VS2,0.56,60.6,57,5.35,5.38,3.25,1232
41481,Very Good,G,SI1,0.52,61.9,59,5.08,5.13,3.16,1232
41482,Premium,F,VVS1,0.39,59.7,58,4.73,4.75,2.83,1232
41483,Ideal,D,VVS2,0.39,61.8,57,4.67,4.71,2.9,1232
41484,Very Good,D,VVS2,0.39,63,57,4.65,4.69,2.94,1232
41485,Very Good,D,VVS2,0.39,62.9,58,4.62,4.66,2.92,1232
41486,Very Good,F,VVS1,0.39,62.7,57,4.64,4.68,2.92,1232
41487,Premium,D,VVS2,0.39,61.1,60,4.66,4.7,2.86,1232
41488,Ideal,I,VS2,0.52,61.9,58,5.14,5.17,3.19,1232
41489,Ideal,E,SI2,0.52,60.9,56,5.2,5.23,3.17,1232
41490,Ideal,F,SI1,0.52,61.5,57,5.12,5.16,3.16,1232
41491,Ideal,F,SI1,0.5,60.1,56,5.19,5.22,3.13,1232
41492,Good,E,SI1,0.5,64.6,54,4.95,5.05,3.23,1232
41493,Good,D,SI2,0.51,64.2,56,5.05,5.02,3.23,1232
41494,Premium,D,VS1,0.44,60.2,59,4.93,4.91,2.96,1232
41495,Fair,E,I1,0.8,65.5,54,5.84,5.68,3.78,1232
41496,Very Good,E,VVS2,0.41,59.9,60,4.8,4.82,2.88,1233
41497,Ideal,D,VVS1,0.37,62,56,4.59,4.6,2.85,1233
41498,Ideal,F,VVS1,0.42,62,55,4.8,4.84,2.99,1233
41499,Ideal,J,VS2,0.61,59.7,59,5.54,5.47,3.29,1233
41500,Premium,J,VS2,0.58,59.5,62,5.44,5.41,3.23,1233
41501,Premium,F,SI2,0.62,59.1,58,5.6,5.57,3.3,1234
